Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Location 1
2014,IN,Jasper County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,179.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18073,"(41.024641, -87.118531)"
2014,IN,Johnson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,119.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18081,"(39.484711, -86.112089)"
2014,IN,Lake County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,161.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18089,"(41.42368, -87.391844)"
2014,IN,LaPorte County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,148.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18091,"(41.551945, -86.745147)"
2014,IN,Marion County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,109.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18097,"(39.784246, -86.148099)"
2014,IN,Morgan County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,113.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18109,"(39.479176, -86.455242)"
2014,IN,Newton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,169.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18111,"(40.962498, -87.400969)"
2014,IN,Porter County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,182.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18127,"(41.461832, -87.078064)"
2014,IN,St. Joseph County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,100.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18141,"(41.622788, -86.295204)"
2014,IN,Shelby County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,118,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18145,"(39.519916, -85.805745)"
2014,IN,Starke County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,162.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18149,"(41.28396, -86.652614)"
2014,IN,Indiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,142,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,18,"(39.9128, -86.2757)"
2014,KS,Butler County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,132.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20015,"(37.77929, -96.831677)"
2014,KS,Cowley County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,128.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20035,"(37.23756, -96.829422)"
2014,KS,Douglas County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,39.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20045,"(38.880189, -95.289901)"
2014,KS,Harvey County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,130.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20079,"(38.039234, -97.425008)"
2014,KS,Jackson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,371.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20085,"(39.41259, -95.787502)"
2014,KS,Jefferson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,399.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20087,"(39.229876, -95.377565)"
2014,KS,Johnson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,85.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20091,"(38.881482, -94.822354)"
2014,KS,Kingman County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,131.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20095,"(37.552751, -98.12908)"
2014,KS,Leavenworth County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,56.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20103,"(39.195524, -95.031672)"
2014,KS,Pottawatomie County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,219,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20149,"(39.374601, -96.338137)"
2014,KS,Reno County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,128.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20155,"(37.94562, -98.082241)"
2014,KS,Sedgwick County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,128.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20173,"(37.68108, -97.454253)"
2014,KS,Seward County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,248.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20175,"(37.191577, -100.855934)"
2014,KS,Shawnee County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,265.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20177,"(39.036964, -95.752224)"
2014,KS,Sumner County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,130.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20191,"(37.233461, -97.471752)"
2014,KS,Wabaunsee County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,197.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20197,"(38.950555, -96.199005)"
2014,KS,Wyandotte County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,177,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20209,"(39.112948, -94.768504)"
2014,KS,Kansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,136.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,20,"(38.4828, -98.384)"
2014,KY,Jefferson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,105.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,21111,"(38.189856, -85.668697)"
2014,LA,Jefferson Parish,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,146.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,22051,"(29.779458, -90.115482)"
2014,LA,Lafourche Parish,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,147.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,22057,"(29.582706, -90.429927)"
2014,LA,Livingston Parish,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,140.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,22063,"(30.448665, -90.724347)"
2014,LA,Orleans Parish,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,142.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,22071,"(30.036876, -89.912529)"
2014,LA,Plaquemines Parish,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,136.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,22075,"(29.447033, -89.604764)"
2014,LA,St. Bernard Parish,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,91.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,22087,"(29.876118, -89.66093)"
2014,LA,St. Charles Parish,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,145.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,22089,"(29.889322, -90.346523)"
2014,NV,Nevada,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,181.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,32,"(39.352, -116.65)"
2014,LA,Louisiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,122.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,22,"(31.0964, -92.0302)"
2014,MA,Berkshire County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,160.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25003,"(42.370735, -73.20077)"
2014,MA,Bristol County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,128.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25005,"(41.801087, -71.120082)"
2014,MA,Essex County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,110.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25009,"(42.66825, -70.947877)"
2014,MA,Franklin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,143.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25011,"(42.581073, -72.585851)"
2014,MA,Hampden County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,172.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25013,"(42.132769, -72.629706)"
2014,MA,Hampshire County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,163.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25015,"(42.339412, -72.663762)"
2014,MA,Middlesex County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,105.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25017,"(42.479929, -71.393454)"
2014,MA,Norfolk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,106.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25021,"(42.155308, -71.217711)"
2014,MA,Plymouth County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,93.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25023,"(41.947911, -70.806362)"
2014,MA,Suffolk County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,111.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25025,"(42.333204, -71.072183)"
2014,MA,Worcester County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,149.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25027,"(42.347911, -71.907684)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,126.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,25,"(42.2573, -71.8024)"
2014,OK,Oklahoma,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,188.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,40,"(35.5848, -97.5098)"
2014,MD,Anne Arundel County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,111.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24003,"(38.997548, -76.610413)"
2014,MD,Baltimore County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,123.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24005,"(39.465229, -76.647658)"
2014,MD,Calvert County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,110,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24009,"(38.543225, -76.567004)"
2014,MD,Carroll County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,97.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24013,"(39.557524, -77.024404)"
2014,MD,Cecil County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,92.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24015,"(39.584497, -75.941757)"
2014,MD,Charles County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,101.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24017,"(38.516862, -76.990585)"
2014,MD,Frederick County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,91.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24021,"(39.471917, -77.399264)"
2014,MD,Harford County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,156.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24025,"(39.567549, -76.323467)"
2014,MD,Howard County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,98.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24027,"(39.248357, -76.933934)"
2014,MD,Kent County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,93.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24029,"(39.261229, -76.014793)"
2014,MD,Montgomery County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,90.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24031,"(39.135127, -77.202125)"
2014,MD,Prince George's County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,100.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24033,"(38.828408, -76.849825)"
2014,MD,Washington County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,179.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24043,"(39.602985, -77.814516)"
2014,MD,Baltimore City,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,115.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24510,"(39.304605, -76.616905)"
2014,MD,Maryland,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,100.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,24,"(39.0648, -76.82)"
2014,MI,Michigan,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,221.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26,"(44.3371, -85.4387)"
2014,MI,Allegan County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,148.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26005,"(42.59471, -85.900995)"
2014,MI,Barry County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,189.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26015,"(42.598169, -85.311561)"
2014,MI,Bay County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,248.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26017,"(43.710659, -83.993032)"
2014,MI,Calhoun County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,215.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26025,"(42.249973, -85.011817)"
2014,MI,Cass County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,97.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26027,"(41.918938, -85.998249)"
2014,MI,Clinton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,135.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26037,"(42.949817, -84.604386)"
2014,MI,Eaton County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,165.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26045,"(42.599088, -84.84327)"
2014,MI,Genesee County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,288.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26049,"(43.025733, -83.70855)"
2014,MI,Gratiot County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,202.6,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26057,"(43.297695, -84.606972)"
2014,MI,Hillsdale County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,185.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26059,"(41.892535, -84.59397)"
2014,MI,Ingham County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,153.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26065,"(42.601516, -84.378101)"
2014,MI,Ionia County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,332.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26067,"(42.950417, -85.07584)"
2014,MI,Jackson County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,165.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26075,"(42.252219, -84.427319)"
2014,MI,Kalamazoo County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,254.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26077,"(42.249648, -85.533031)"
2014,MI,Kent County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,225,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26081,"(43.034618, -85.553771)"
2014,MI,Lapeer County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,237.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26087,"(43.093343, -83.219199)"
2014,MI,Lenawee County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,241.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26091,"(41.895635, -84.065166)"
2014,MI,Livingston County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,247.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26093,"(42.606835, -83.914244)"
2014,MI,Macomb County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,238.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26099,"(42.701, -82.93232)"
2014,MI,Midland County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,200.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26111,"(43.650902, -84.392626)"
2014,MI,Monroe County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,274.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26115,"(41.92557, -83.536901)"
2014,MI,Montcalm County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,245.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26117,"(43.316508, -85.154339)"
2014,MI,Muskegon County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,170.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26121,"(43.293067, -86.148358)"
2014,MI,Newaygo County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,222.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26123,"(43.557058, -85.801617)"
2014,MI,Oakland County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,295.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26125,"(42.663821, -83.387352)"
2014,MI,Ottawa County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,133.8,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26139,"(42.963376, -86.009062)"
2014,MI,Saginaw County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,224.7,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26145,"(43.339747, -84.052406)"
2014,MI,St. Clair County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,170.5,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26147,"(42.954748, -82.684832)"
2014,MI,St. Joseph County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,202.2,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26149,"(41.918181, -85.531945)"
2014,MI,Shiawassee County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,190,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26155,"(42.956903, -84.149268)"
2014,MI,Tuscola County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,276,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26157,"(43.470112, -83.420122)"
2014,MI,Washtenaw County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,229.4,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26161,"(42.257837, -83.843794)"
2014,MI,Wayne County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,281.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,26163,"(42.289576, -83.290093)"
2014,MN,Anoka County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,57.9,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,27003,"(45.275102, -93.24911)"
2014,MN,Dakota County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,65,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,27037,"(44.675037, -93.067451)"
2014,MN,Hennepin County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,61.1,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,27053,"(45.007122, -93.477809)"
2014,MN,Ramsey County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,58.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,27123,"(45.022166, -93.098935)"
2014,MN,Washington County,County,NVSS,Cardiovascular Diseases,Heart Disease Mortality,55.3,"per 100,000 population","Age-adjusted, Spatially Smoothed, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,27163,"(45.041919, -92.88248)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,68.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,Female,Race/Ethnicity,Hispanic,T2,27,"(46.3159, -94.3068)"
